cleaned_reviewText,sentiment
could ask anything exactly advertised issues gotten try uhs device yet wait,positive
bought works like charm setup needed reads automatically great price,positive
bought new samsung digital camera complaints supposed noticed problems quality,positive
run samsung galaxy ii works like champ really fast unless phone supports exfat big go might find able use file system called,positive
internal memory asus tablet kinda slow installed bad boy tablet install os onto tablet runs nice fast,positive
old microsd causes images taken get corrupted probably write speed ca handle one works great months still working good seen problem seems pretty fast compare old transcend would recommend sandisk already proven might cost little seems reliable,positive
figured going issues sandisk produce arrived well packaged removed formatted computer installed working fine,positive
worked good talbet gave space games pictures download save pictures,positive
say memory card purchased increase memory phone fits works,positive
say sandisk micro sd figured works asus memo pad hd movies long trips,positive
say old died working like champ trust brand long time expect nothing best,positive
recognize card formatted exfat seems problem supporting exfat format higher capacity like inserted sd card kept saying sd card damaged got stuck unmounting sd card screen tried format manually formatted sd card windows inserted runs smooth seems like lot people trouble get sandisk work hope helps,positive
look perfect galaxy devices purchased switch devices quick data transfer highly recommended,positive
good item fits perfectly tablet confortable protect works nice great item,positive
got put cect got amazon works great bye,positive
almost got decided last minute glad filled white edition images hours hd footage things solid reliable filled day period work haiti,positive
used phone well computers thanks included adapter use back pictures documents instead separate external hard drive put number disk well numbered label plastic storage case comes remember disk easy use store,positive
really fast processing speeds saves crystal clear footage problems expect,positive
sandisk memory cards always proven reliable always memory get biggest afford always need think volume gets economical greater capacity,positive
ive card month using samsung galaxy note filled card tv shows movies watch go well many pdfs ms word ms word pdf files often get corrupted use larger files seem stay intact moved smaller files internal storage havent problem hoping sandisk decent return policy,negative
using expanded storage nexus via mini sd usb reader android working great instantly adds storage music movies tv etc,positive
bought use gopro black works great problems price hard beat,positive
get formatted capacity closer gb however extra storage useful quirks ca move anything recycle bin work permanently delete,positive
see brand listed gopro website one recommended cards never issue sandisk gave try card ever stop recording due write errors price ca beat quality comes also included microsd standard sd card adapter need different card reader one old sd cards,positive
love additional storage far problems problems delays got great price gold box deal bad could purchase also use devices adapter,positive
microsd card working fine android phone several months problem speed data corruption thus far,positive
comes open package box included except instruction using cell phone works great speeds noticeably faster old sandisk microsd,positive
got microsdxc gopro got enough space worry changing simcard changing battery,positive
see nice extra room blackberry lots content goes packaging adequate,positive
fast reliable far problems samsung galaxy phone plus got sale well worth price,positive
upgraded gb sd one great extra problems removed sd card phone copied files computer using adapter came new card copied files new gb microsdhc installed galaxy worked liked color makes easier see black desk,positive
bought new samsung galaxy first one ordered produced formatting issues phone every time rebooted looked online found number got recalled something one point returned replacement replacement worked fine phone constant use month issues,neutral
fast giv works great,positive
way format even downloaded programs claimed able format wasting hours decided give send back seller format sending even would charge extra would well worth instead hassle downloading programs wasting time trying sending back hours frustration,negative
needed update card galaxy bought one sale installed works fine loaded music also used storing photos videos phone big fan sandisk products,positive
bought one camera one galaxy mini work excelent recommended video shooting good price adapter use sd card reader sdhc compatible,positive
needed new micro sd cards flash boot project required stable speeds sandisk provided product required optimal speeds stability along quality warranty,positive
bought increase memory samsung galaxy iii use phone business pleasure needed memory upgrade works great,positive
purchased use samsung galaxy phone worked fine month phone stopped recognizing able copy photos computer stopped recognizing well sandisk replaced warranty far new one fine,positive
prefer san disk brand types great size phones camera would buy,positive
bought husband gb one went sale bought one use one tablet love issues,positive
used number bought well rated always worked well good price,positive
worked well reformatting good thing able download free app line reformatting memory spare like able download snap photos without thinking much space left phone,positive
better card thing nothing problems phone see half time slow phone keeps asking format got see card reboot still buying samsung card samsung galaxy note seen good things samsung,negative
bought gopro great problem experience download pictures videos day card trying use seems get confused left lost getting pictures video second day scuba vacation would start gopro video mode would record seconds stop automatically anymore problems since night downloading videos set looks great,positive
worked awhile android would blow chunks unexpectedly removed windows sometimes could read blew explorer formated ect ect ect done sandisk think problem class part cards cards work fine less class maybe bad batch replacement card days later amazon thing decided pick card laying counter last months give things another try still work htc evo lte evo finally got working galaxy still frustrating,neutral
super fast reading writing thing performs extreme condition writing multiple large files videos photos time owned weeks extremely happy super easy fast,positive
insert use exactly easy use mention also fast purchased new nook tablet gives lot storage space anything wish keep tablet pictures music documents ebooks anything else wish create copy tablet pleased performance price purchase,positive
fast decent use phone job never problems class card plenty speed reading writing buy,positive
bought wifes samsung galaxy tab lots storage pictures music good product reasonable price,positive
seems working fine bought gift family member using video recording,positive
say works formatted android already tho sure work anything,positive
owned many sd card past probably best bang buck ever received card super nitpicky data speeds necessarily card plenty fast samsung galaxy note ii pick one sale,positive
good holds lot songs,positive
plugged worked box samsung note verizon using app test speed note hitting writing avg high consistently reading seems like legit class think write test really worked greatest whatever reason winxp still anyone else wondering exfat format card comes want format computer ca read likely read fine,positive
able capture full hd blackberry card able,positive
micro card still blows mind put card galaxy tab love gives plenty storage music videos movies photos etc speed awesome makes uploading much enjoyable recommend,positive
use mine inside dash camera records continuously car driven problems far sd adapter included nice,positive
gopro memory card easily captures hrs get battery lasts hrs,positive
got cell phone samsung galaxy works like one would expect appears quite fast,positive
like keep track daily deals check almost daily resulting spending good deal pass upgrading cell phone soon knew would needing soon adaptor retail packaging jumped glad,positive
fast reliable well worth price works android tablet problems setup problem,positive
slides right devices zero instructions needed comes reader adds lots storage space reader device firmly snaps place easy read screen instructions store device store sd card,positive
probably enough storage space handle people personnel information needs forget hide,positive
shop around surprised good deal something else get free shipping low cost speaking works great especially go pro camera benefit greatly enhanced digital camera wo need worry running bought second one much,positive
bought wife android phone failed months figured luck draw mine failed months losing bunch photos videos made sure back every weeks even lost bunch photos month newborn sandisk bad batch lot return policy horrible wo buying sandisk matter cheap bought sale around january half price similar sd cards sandisk clearly knew bad batch shame dumping customer matter cheap would presumed would solved problem production buy risk sandisk sell product ridiculous failure submitting review research sites low star reviews sandisk clearly guilty selling defective product batch months ago said put super discount sale knew thumbing nose customers fell outside warrantee like knowingly sell customer something going fail unacceptable rate ignore failed little bit outside warrantee bad faith beg people considering buying product thumb reviews warning failures companies lose sales reconsider screwing customers like bought several sandisk thumb drives compactflash cards sandisk player thumb drives ok would buy another player buggy hell overall neutral favorable opinion think overreacting please skim pages submitted springtime least one months failed reviews per page,negative
thing oh yeah memory card says nothing remembering things even forget like last girlfriend,positive
using nook customized android os use mostly music docs works expected problems several sandisk microsd cards xc card performed expected pleased memory card well sandisk cards,positive
say probably best could find fast furious dont get class taking risk dropped frames hd pretty,positive
begin knowledgeable tech matters received new galaxy note gift decided add storage read reviews sd cards reading compatibility gb cards exfat fat guess exfat successful diet concerned somewhat ordered one anyway experience added music videos onto card using apple macbook air problems inserted note problems immediately loaded everything problems since taken added music working perfectly reformat anything like great relief although used item week issue means something could go wrong future would give stars possible easy someone like know used phrase problems multiple times age things go smoothly problems good,positive
bought lenovo tablet alot sites say wont work formatted worked flawlessly fast provides tons storage tablet,positive
works expected nice came holder sure else say chip either works one never knows use working,positive
micro sd hc stores files great really know enough kinda things go details fast transfering worked great copying video files computer placing thing led tv usb port watching files video files would play perfectly fine perhaps saying enough worth money,positive
product ok card acheive rated write speed applications probably need hit gopro hero need full bandwidth thus would bomb sometimes tested card got using larger block sizes complained sandisk allowed send replacement took almost weeks replacement behaved way would say card ok applications need top end speed would go another card bought card may replaced august hopefully fixed problem,negative
pay attention application class card class unclassed may cheaper may give performance want pennywise poundfoolish purchased go one newer version tv streamer dongles take class price good using sandisk xd sd regular micro years always found consistent high grade storage card recommend brand,positive
bought couple use gopro hero camera since never bad luck sandisk product chose store precious photos videos class device store average video photos sound fast enough handle shot per half second rate cameras mode demands,positive
losing pictures video tunes months samsung galaxy note stock android looks like common problem try luck sandisk monday get replacement never buy sandisk product paid premium sandisk quality sandisk providing replacement sd card however data loss downtime replaced sandisk lost premium rating eyes going take get back,negative
bought card high speed external memory asus tablet play movies music etc card meets expectations pleasantly surprised discover absolutely crapware preloaded compatibility issues whatsoever,positive
bench tests see verify read white happy,positive
things hardly go wrong last forever bigger better sandisk reputation right price point preferably least per gb lower priices continue drop technology much think really need space price hit sweet spot thing micro sd cards versatility stick camera stick phone review share tge speed cards used problem longer watch price gb cards next level delivered time price right humming away reliably phone moment like,positive
purchased asus transformer prime great job eventually tablet started slowing anyway replaced samsung tablet use sd card regular form storage,positive
works great gopro camera get days kayaking video photos fair,positive
great use contour roam camera works great lots room video transfer speeds expected,positive
card works fine gopro hero plus works great transend usb reader well,positive
came adapter described works perfectly use sdhc card gopro hero black able fill yet,positive
great capacity purchased first purchased phone samsung galaxy issues great write speed excellent way store music videos photos great take videos well enough capacity anything need phone ca go wrong sandisk name either industry leader well known quality course always want backup data continuity purposes never issues card,positive
bought canon dslr works great delay photograph shots also visible lag effects video,positive
gps plenty space update maps works know,positive
done formal benchmarks device seems pretty slow seen real performance boost old card even bulk file copies another samsung card may knockoff performs noticeably better using anyway really time return anything,negative
nice card holds gb store data microsdhc card,positive
samsung galaxy seemed take right away snapped place without issue began working without formatting question,positive
works great good transfer speed capacity con think small second one buying lost first one playing phone bed could find ever probably stuck sheets bed frame tried ca seem locate anymore discovered saved cure cancer card remember sorry,positive
boost player size thanks music video go wrong memory,positive
lot space galaxy getting full got tons space movies music pictures videos kindle get point lots space,positive
impress value quality used sandisk ultra gb microsdxc class asus works great,positive
class speed works great camera takes videos finally price decent sized cards coming well pleased,positive
got samsung galaxy sale fairly new internal card reader able write tried different usb adapters work either installed phone able copy files via usb slow worked great phone,positive
works advertised wish companies made good products still plenty storage available runs quick safely,positive
purchased sd cards one nokia lumia another surface pro devices took card without speeds sure better options micro sd card available right sandisk amazing job currently long sure great deal considering lot good sd cards range issues either card unmounting put transfer files good,positive
card job lots room storing photos music videos good item,positive
realistically probably could gotten away card like anything better need need popped moblie phone put music plus enough room photos videos hiccups errors yet holds ton stuff,positive
nothing use device ordered mistake sure great product,negative
bought gopro works advertised issues since bought learned watch sales tend get deeply discounted local retailers every,positive
could get brand memory card work roku would format correctly return another brand worked ok,negative
shopped several places good deal quality memory card found amazon,positive
use sdhc many cameras work well,positive
far good seems stable used logitech alert cameras replace supplied camera extends recordings much longer history months vs days,positive
great price works perfectly hero need pay store high prices type items amazon way go,positive
bought grandson use gopro camera says works great happy good quite knowledgeable critical things technical says good good price amazon good free prime shipping,positive
far good problems using nook hd even though class includes playing downloaded videos,positive
put baby galaxy note ii formatted ran sd card app test seems work well maxs memory,positive
great microsd card phone upgrade additional gigs space beauty huge microsd phone store music pictures stuff swap new phone replacement happens transfer anything manually,positive
test real speed price size adaptor microsd sd card ok,positive
samsung love able record video taking pictures without worrying enough room,positive
purchased micro sd card add storage acer tablet unfortunately tablet recognize device uninstalling card several times decided use samsung phone works fine going buy product tablet recommend research make sure compatible,neutral
excellent sd card good value issues mine wife definitely recommend sd card,positive
got cards one samsung galaxy problem one asus tablet problem space fast format without glitch keep buying product needed better comes market,positive
using sandisk ultra gb microsdhc memory card adapter samsung tab performs well,positive
used two months samsung galaxy fizzled failed never experienced memory card flash drive failure sandisk ultra gb purchase different brand next time return refund replacement allowed,negative
music lover like carry entire music collection around everywhere go said takes lot space enough fill memory card lot files flac format little hesitant buy card came recently cards first batch pretty much defective resulted recall learning recall looking issues return card bought sandisk took card back without hesitation actually prepared without serial number since could open phone time case screwed note everyone quite applications fully support ntfs newer file system formats exfat use sd card without issues format possible even though use tool made ridgecrop consultants gui graphical user interface version available unfamiliar using command receiving new card formatted since use lot applications norm easier use older file system compatible everything made transfer files swapping cards seamless computer card reader recognized without trouble well phone far everything good hiccups even google play crashing less trying browse music collection,positive
need lots room memory card think plenty card san disk always hss great product,positive
bought note still waiting verizon ship meanwhile works great note,positive
keep growing things grow capacity speed device however stands others microsd cards used experienced incredible noticeable difference speed thesandisk microsdhc memory card bulk package used phone last two years besides doubling capacity enjoying benefit speed thing brings adds phone price really right imagine thesandisk extreme gb microsdxc class memory card adapter like yet willing pay price find,positive
works great smart phones gives us lot memory comes adapter require ability put directly computer normal sd slot,positive
nice large card similar pricing two smaller memory cards lets plenty room movies tv shows tablet,positive
picked memory card great price gold box deal reputable name fast card however several months trying get phone work card formatted partitioned mounted card unmounted card avail realized memory card compatible samsung galaxy need get frustrated try sandisk ultra class card phone replaced card plain sandisk class card phone immediately recognized formatted mounted samsung,neutral
use gps unit older model works great complaints use gb phone enough room pictures music etc,positive
using phone several months still works great seems fast however done real tests,positive
bought use expanded storage asus transformer book unstable return although tablet would see card first inserted would errors trying copy files onto windows would indicate needed formatting tried quick format everything seemed ok instability would return soon tried copy data card tried full format always gave two starts seemed work using supplied sd adapter windows laptop able full format put back tablet problems continued tablet compatible sdxc cards tried different micro sd card tablet worked fine assume problem card,negative
good card good price bought specifically gopro camera even though class fast enough record higher quality settings guess class even among exact cards need buy extreme version gopro,positive
purchased expand internal memory smart phone specifically galaxy performs absolutely flawlessly reservations micrsd need format since comes pre formatted desire format within phones settings issues please turn phone remove battery installation lol,positive
fast reliable micro sd happy huge storage capacity price makes happy,positive
hope never price point past experience usually memory cards go first never let yet,positive
trouble cell phone motorola triumph music player reliable since loaded songs sure card phone consistent problem need try devices,neutral
needed extra storage galaxy note works perfectly tablet time yet fill copying files want fast reliable would suggest anyone needing extra space,positive
works great surface rt tablet transfers fast great price size speed,positive
soon card arrived tested clips recorded full hd video x x canon card performed purchased expand surface pro available memory pleased,positive
use trailcam works great take old camera woods flip pics delete,positive
works exactly others listed times prices thank offering price,positive
sandisk cant go wrong use gopro dont skip beat write data fast,positive
love sandisk never problem still popped samsung galaxy relay running android phone detected without problem write speeds expected gets job done would recommend different card plan go buy samsung sdxc writes much higher speeds less lag would buy cheap price fifty isklcndykid,positive
bought october passed away december really even use built storage gb music movies unexpectedly bored without zunehd next brand guess,negative
bought use samsung hmx works well good transfer speeds comes normal size sd card transfer needed,positive
purchased memory card use samsung galaxy worked right box issues transfer speeds excellent would highly recommend version anyone looking increase storage capacity mobile phone,positive
complaints card much faster came android devices course capacity nice experienced issues indicating defect,positive
bought go along new purchased say pleasantly surprised much get phone pushed apps sd card given plenty free room phone major detraction placed especially notice since moving apps card load times features may take extra second really get going may lead towards going powerful sd cards future though assured work current needs,positive
fast transfer speed got great price used gopro hero many hours recording issue,positive
fits camera perfectly gets hours video highest resolution love easy use capacity perfect needs,positive
holds lot memory slides right car cam problem easy get well,positive
recently bought new phone lower storage amount supplement external sd card far issues phone recognizing playing files card cheaper anything comparable would found store works,positive
use dash cam worked perfectly months hot sun freezing cold,positive
use tablet adapter usb flash drive pc far stored movies audio books pdf etc happy looking soon,positive
fast card sandisk always makes quality cards always get speeds least card see uploaded pic card given problems reliable fast great price,positive
bought note put data go access data data feels faster note internal storage currently good piece tech update review anything new develops,positive
works great verizon samsung galaxy thing found work trying transfer files using usb microsd card reader used usb reader copied files phone show could write card put microsdxc card phone copy files slow way using usb cable card run hot copying files would normal assume class best bang buck imo would buy another one needed,positive
yes,positive
ayyy say works used delay phone recognizing data may phone problem got black friday ca knock five stars,positive
buy substitutes misstate capacity know sandisk going get paid enough use phone primarily hold music transfer speeds acceptable problems file integrity,positive
works great motorola atrix consistently reliable never problems definitely purchase sandisk future keep great work,positive
always purchase sandisk memory cards never issues continue buy sandisk products future,positive
sandisk ultra gb storage device find many features get excited said advertised transfer speed misleading read however packaging says writes slower rate used phone much music stock gb microsd came phone gb data wanted transfer back new microsd card took minutes strict transfer internal hard drive external would faster connection lost star transfer took long reality expect transferring gbs data anytime soon problem minimal works great issues formatting reading,positive
picked slam phone works greatif thinking order gig largest card support,positive
appear work samsung galaxy worked weeks phone started giving unexpected unmounted sd card error messages bit searching people seem agree sandisk micro sd cards work together,negative
put new tablet went long road trip able watch movies hour bus ride,positive
card would show gb spent card reader supports sdxc transferring class speed managed get formatted gb free cowon taking hours transfer gb got refund service quality paid hope music lists pmp turn tomorrow microsdxc slot aft connected syba via usb card feel free tell wrong get class transfer finished data show cowon early versions worked gone buy device sdxc specific changed something,negative
purchased card parent asus transformer tablet christmas gift installed issues love made mistake buying name sd card tablet motorola xoom previously return tablet recognize sandisk brand excellent quality guess goes show get pay amazon price good never buy cheap memory card,positive
l went largest capacity camera could handled skimp memory really get pay comes memory memory cards created equal trust sandisk willing pay little bit,positive
bought sons tablet works fine sandisk always leader flash memory cards always well worth money,positive
fast reliable good brand name customer service top line product one thing note high end device need class class yield results keep mind,positive
seems fast use galaxy note media storage seems move files well usb stick,positive
ever since sandisk ultra micro sdxc card arrived life pure bliss finally able carry vast amounts music movies tv shows samsung galaxy note car gets mpg landlord lowered rent got promotion work cat longer sheds furniture,positive
going go rant apple sure glad phones allow tiny slots quadruples memory drop dragged tons music sd card android finds automatically adds list music,positive
description amazon page calls class card performance technically correct full hd recording would expect performance sequential write speeds actually even hit class speed unless round cards report speed kingston sdhc class writes keep mind sandisk beats cards random reads writes maybe design faster random reads writes causes sequential writes run slower expected test san disk followed kingston c hiyohiyocrystal dew world ultra class micro sdhc uhs speed sequential read write read write read iops random write iops random read iops random write iops test mb f gb date windows home premium edition build c hiyohiyocrystal dew world sdhc class sequential read write read write read iops random write iops random read iops random write iops test mb f mb date windows home premium edition build,positive
experienced issues card got good price happy last micro sd card failed months use lost everything nothing recoverable one though seems work perfectly designed issue stars expect failed,positive
bought micro sd galaxy smart phone increase size memory greatly speed noticeably better unit came old droid x smartphone put thousand songs many pictures moved many apps storage unit still many gigs left main phones memory memory card purchase smartphone offer sd expansion look forward next step higher,positive
great little cards fast thing hate microsd dang small slots spring loaded lost couple shooting across room,positive
use phone card combination mobi card back photos field,positive
microsd card made great upgrade galaxy storage capacity card performs efficient giving phone kind data storage never thought anyone looking enough storage space phone tablet large amount pictures video apps even document files may exactly looking,positive
fr great need table bad cost much,positive
bought samsung galaxy note works perfectly strange behavior great speed sandisk name back happy purchase highly recommend,positive
card month far good got new phone card longer needed using camera works great older cannon elph mp get pics wiith card read writes speeds great phone camera,positive
initially bought tablet ended using nikon camera storage ca complain sandisk always high quality dependable storage solution electronics,positive
added samsung phone works great store music travel nevery listen thing signal trip,positive
works fast supposed stores pictures fast click,positive
use asus android tablet problems using transfer data tablet pc trouble storage errors either,positive
exactly supposed think complaints small careful glad put red makes easier find drop,positive
note pro note pro says gb available mysterious gb black hole strikes,positive
great fast storage works great galaxy storage card always rely sandisk products pay little sometimes worth,positive
using surface pro works great love amazon,positive
soooooo fast gives alot space love free app comes control data device sd card pop go settings reccomend everyone,positive
work great issues cards like using adapters pinch also used canon camera video photos issue fast speeds quite reliable far,positive
year worked flawlessly use add capacity macbook air given storage space great product,positive
bought memory card day received samsung galaxy arrived two days via prime plugged formatted offers gbs usable space card class reads super fast writes great sadly mostly supported dslrs smartphones devices wo take advantage super super speed nonetheless card card lots storage affordable transfers reads fast recommend people carry lot media music videos,positive
got gopro far working great gopro really eat flash memory bought gb models suggest unless going particularly long scuba dive adventure get gb gb cards spreads risk one card failure causing loss videos,positive
micro sd card works great even formatted use car tv headunit issues plus bought great deal recommend setting alert www camel camel camel com get best price,positive
card works great use gopro hero exclusively issues yellowstone trip,positive
wanted increase capacity tablet lenovo sure full capacity call paranoid checked computer moved files one speed demon,positive
use card galaxy note pleased performance noticeably faster class card replaced use storing watching movies plays back observable buffering time also fast writing photos videos shoot using camera tablet cost among lowest cards storage size speed class,positive
honestly care anymore thing works intended suppose fast get,positive
really would know rate chip except say works obviously slower usb flash drive working well asus use data scripts,positive
used new smart phone seems working well far three months clock time tell durability,positive
memory use devices never one fail whether microsdhc compact flash sd flash drives etc great company,positive
got card surface rt btw worst tablet ever problems gets recognized soon put,positive
using name micro sd card phone made class really cheap actually give problems would buy another one son wanted games psp psp actually used card adapter market new got card trust sandisk brand price cheaper plugged phone problem ca tell anything specifically positive okay book considering means anything negative say either news good news sometimes everything smooth issues would buy card recommend anybody needs one buy larger size time eventually comes,positive
bought expand memory htc evo lte phone works great adapter nice touch,positive
purchased use samsung tab well note msd card came possible formatting ntfs fat default exfat seemed comments saying certain devices might able read smart alec decided format ntfs assuming android devices work able read ntfs reformat back fat order get tried using card reader looks like tiny usb drive realised apparently sd card formatting new simply register read tried note yet work seeing technology pretty par,positive
ultra sandisk memory cards work perfectly photo work high pixel count cameras cycle extremely quickly,positive
glad purchased item use samsung galaxy im able record video hd store almost anything wan na cell phone etc,positive
also fast much say bought buy would recommend u,positive
bought formatted use devices say allow card must find program format card windows format anything higher try site program,positive
recently purchased samsug galaxy tablet sandisk gb memory card excellent addition already powerful tablet pc,positive
use go pro hero black edition works great get buy definitely worth,positive
comment bought friend comment bought friend comment bought friend,positive
works awesome galaxy fast could much storage music pictures copys music record time love price product,positive
bought wife samsung galaxy siii wanted something reliable store music videos recommend family friends,positive
using canon camplains really fast access adapter level even though bad connection use previous adapter already,positive
use sandisk sdhc cards nikon cameras using one sansa zip clip player none think ofpros fast memory small form factor excessively inexpensive,positive
perfect gopro maxed yet sure much video hold using issues getting full fast,positive
great little card problems done benchmarking everyday use quick flawless,positive
quick easy insert sd slot gives gb external storage like,positive
great card great price hard believe something small could hold much data got use new macbook pro reduced profile adaptor adaptor fit well works great raspberry pi card use normal one,positive
issues card phone boots much faster old class card,positive
id say product steal able expand storage size tablet add hd movies,positive
used sony using almost month yet encounter problem,positive
put tablet store pictures video alot better class using becuse already junk drawer,positive
super micro sd card required sony action cam bought use phantom quad copter super small therefore easy misplace like cf cards use cameras hold better like sandisk products use,positive
price right shipping quick class card hd video rate since memory cards pretty much memory cards nothing jumps excellent,positive
gotten four nikon little bit issue adapter cards spec sticking nikon camera sd slots one card readers sure enough sanded one carefully fit wise things scream regular class class cards perform nearly excellent cant complain wish faster getting per card,positive
memory right price worked right think good deal good fine note,positive
awesome much space works phone could ask comes extremely handy thank sandisk,positive
bought samsung working quite well several months without issues know performs vs advertised purposes care much seems load quickly phone well saving files,positive
super fast lots storage fit months worth music app ebook room go,positive
sandisk disappoint exactly described arrived time plenty storage photos music playlists still leaves room movies well,positive
old class kingston card phone thing dragged transferring music photos finally decided enough class went looking reliable class card sandisk trick music photo transfers fly like wind move flac album seconds droid razr maxx interruptions like class card,positive
bought card addition gb galaxy note well gb use music scads left apps movies may never need much space like want much space usb transfer speeds adequate ca wait gb,positive
memory proved quick reliable using second drive win tablet might swap camera transfer speed would appreciated often,positive
stil getting write speed need considering cost good card,positive
bought two one frustration free package one apparently frustrating package came similar packages stuffed large yellow envelopes really see difference frustration free frustrating one frustrating one required scissors real attempt making greener package really attempted could tell matter since put giant envelope one sent usps parcelpool bad experiences parcelpool many people apparently guess amazon gave earful actually arrived time time tracking parcelpool still huge joke actual product microsd card exactly supposed problems,positive
memory cards best world memory card completely corresponds description happy smartphone happy tablet happy amazon thanks,positive
month sdcard phone transfer average data device per week sdcard holding fine tend crap cause problems yet,positive
real deal fakes one shipped directly sandisk corporation purchasing amazon seller different never know may receive seller always aware fakes contact sandisk provide serial code number card send pic may authenticate nice change checked partition correct also confirmed card ir read lg optimus g pro network,positive
sandisk premier brand flash memory card came good price speeds fast enough work inside dashcam running consistently weeks good brand speeds advertised reliable far complaints,positive
issues till date happy,positive
plugged new surface pro works great issues hassle good price low cost adding additional storage,positive
great little card allow recording note phone frustration free packaging genius make sure device supports high capacity card ordering,positive
got expand storage microsoft surface works great quickly transfer data pop put desktop phone definitely recommend need big storage mobile device,positive
bought expand capacity galaxy another expand capacity galaxy used one year one month worked without problems fully recognized devices rooted couple months ago running liquidsmooth still issues good card highly recommend sandisk,positive
works issues far also able purchase much less,positive
purchased samsung sd card expand memory frequently get message card removed problem clears times reboot also says mtp application restart prepare sd card starts listing sd eventually replaced sandisk microsd hd card walmart operating reading lot people issues sandisk cards galaxy wish done research wasting thought good buy,negative
works expected product added memory samsung galaxy love adds much memory device,positive
love micro sd card love fact able buy great price,positive
thing use product andiod must format windows machines seem supot winwods machines open files format program win formats ntfs exfat limting andriod uses,positive
perfect card samsung galaxy fast delay writing think may get second keep hand,positive
gb micro sd chip size memory amount desire memory card never failed errors stars cheapest could get time,positive
fast little memory card affordable good quality quadrupling storage space device never seem enough,positive
used new transfer speed good still performing well almost year disappointed sandisk product yet,positive
used upgraded card razr maxx hd nothing pleased even come close filling entire card got mostly keep entire music library phone gigs music class card wo see lag pulling files great card price,positive
overall great purchase reasonable price bought units working well various devices,positive
card one fastest sd cards market works great samsung galaxy note ii issues installation device recognition highly recommended,positive
bought dell venue pro gb would boost memory gb super easy use great shipping got quickly,positive
got samsung galaxy note recognized immediately seems work fast pics videos taken complaints price things fluctuates quite lot would recommend use price tracker camel camel camel purchasing least pay attention price couple days purchase price dropped fifteen dollars shipped amazon awesome customer service refunded difference without trouble thanks,positive
installed galaxy issues put formatted started taking photos everything work fast expected,positive
expecting better faster efficient product disappointed replaced standard type gb card work remarkably better pleased purchase,positive
purchased new asus tablet always sandisk reliable never one fail yrs pleased,positive
usual sandisk best manufacturer usb micro sd cards using one gopro hero black edition works really good also compared specs micro sd brands saw one best among micro sd cards,positive
using sony camera problems quality speed function far works great much cheaper best buy,positive
well sister got new phones want use old memory cards could tell product represented best combination speed price plus familiar sandisk brand working perfectly us month expect change,positive
,positive
put galaxy note ii put bunch music pdfs also used save videos photos worked well months christmas day today said error reading card card blank phone longer recognizes card even putting adapter sticking sdhc reader laptop sandisk quality impressed going deal warranty replacement rather refund get another card might fail months,negative
sandisk first memory cards came across years ago think hold well competition inexpensive job huge kingston fan price card hard pass currently phone photo video storage far complaints,positive
far best microsd card ever used precise fast secure ask whether photos music even movies recorded played transferred data flawlessly highly recommend,positive
buy card failed third usage kicker favoris months return card full pro rated rated deal send back amamzon inlexington failed card gopro white edition needless say camera thatwas purchased summer outdoor usage november going sit quite awhile time get money back card sat winter failedtowards end april months lag get decent even pro rated items bought amazon bad gigs crammed tiny micro sd card much stick thesmaller gigs technology meant update amazon right thing anbd refunded full purchase pricefor dead gig amazon shop reasons live miles frombig box stores always make things right muss replaced dead card amazon brand micro gig sd micro purchased amazon branded sd cards work good mention cost savings,negative
far problems card movies great beautiful color clear bright pictures,positive
great price needed would recomend product think scan disk products good,positive
slipped smartphone lots space photos movies go great price,positive
problems encountered seems perfectly compatable ca even tell using something card phones internal requires hc cards requires xc purchase far,positive
perfect addition microsoft surface purchase daughter quick worked well far sandisk reputable brand,positive
looking good memory card fast works flaw less samsung tab,positive
works perfectly new phone great price delivered time good shape never trouble sandisk recommend anyone,positive
good product problems installed samsung galexy iii works well even super hd video,positive
time one best get even better older slower chips form factor handy products take micro sd,positive
supposed pretty fast sandisk great company comes flash memory,positive
micro sd card solid great performance really fast reading sd card would say times faster previous cards past placed card phone turned could see difference every application cell phone sd card works really flawlessly great product solid performance,positive
sandisk far away best memory card used brand never future kind eternal,positive
